instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
96,2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,2011,1,5,4,2,0,3.2799999999999994,-0.9982000000000006,48.0,15.001299999999999,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,2
97,2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,2011,1,5,5,2,0,2.34,-0.9982000000000006,47.0,11.0014,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,3
98,2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,2011,1,5,6,2,0,1.4000000000000004,-2.9979999999999993,47.0,15.001299999999999,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,33
99,2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,2011,1,5,7,2,0,0.4599999999999991,-4.001200000000001,43.0,12.998000000000001,Clear/Partly Cloudy,Spring,0.011363636363636364,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,88
100,2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,2011,1,5,8,2,0,1.4000000000000004,-4.001200000000001,40.0,19.999499999999998,Clear/Partly Cloudy,Spring,0.015384615384615385,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,195
101,2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,2011,1,5,9,2,0,2.34,-2.9979999999999993,37.0,22.0028,Clear/Partly Cloudy,Spring,0.05217391304347826,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,115
102,2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,2011,1,5,10,2,0,2.34,-2.9979999999999993,37.0,22.0028,Clear/Partly Cloudy,Spring,0.07017543859649122,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,57
103,2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,2011,1,5,11,2,0,4.220000000000001,-0.9982000000000006,33.0,22.0028,Clear/Partly Cloudy,Spring,0.2608695652173913,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,46
104,2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,2011,1,5,12,2,0,4.220000000000001,-0.9982000000000006,33.0,22.0028,Clear/Partly Cloudy,Spring,0.06329113924050633,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,79
105,2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,2011,1,5,13,2,0,5.160000000000002,1.0015999999999998,30.0,19.999499999999998,Clear/Partly Cloudy,Spring,0.08450704225352113,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,71
106,2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,2011,1,5,14,2,0,6.1,3.0014000000000003,28.000000000000004,12.998000000000001,Clear/Partly Cloudy,Spring,0.16129032258064516,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,62
107,2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,2011,1,5,15,2,0,6.1,3.0014000000000003,28.000000000000004,12.998000000000001,Clear/Partly Cloudy,Spring,0.11290322580645161,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,62
108,2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,2011,1,5,16,2,0,6.1,5.001199999999997,28.000000000000004,6.0032,Clear/Partly Cloudy,Spring,0.0449438202247191,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,89
109,2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,2011,1,5,17,2,0,3.2799999999999994,-0.9982000000000006,38.0,12.998000000000001,Clear/Partly Cloudy,Spring,0.021052631578947368,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,190
110,2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,2011,1,5,18,2,0,3.2799999999999994,-0.0015999999999998238,38.0,8.9981,Clear/Partly Cloudy,Spring,0.01775147928994083,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,169
111,2011-01-05,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,2011,1,5,19,2,0,3.2799999999999994,1.0015999999999998,38.0,7.0015,Clear/Partly Cloudy,Spring,0.03787878787878788,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,132
112,2011-01-05,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,2011,1,5,20,2,0,2.34,-0.9982000000000006,47.0,11.0014,Clear/Partly Cloudy,Spring,0.07865168539325842,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,89
113,2011-01-05,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,2011,1,5,21,2,0,1.4000000000000004,-2.9979999999999993,51.0,12.998000000000001,Clear/Partly Cloudy,Spring,0.06976744186046512,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,43
114,2011-01-05,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,2011,1,5,22,2,0,0.4599999999999991,-2.9979999999999993,55.00000000000001,8.9981,Clear/Partly Cloudy,Spring,0.023809523809523808,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,42
115,2011-01-05,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,2011,1,5,23,2,0,1.4000000000000004,1.0015999999999998,47.0,0.0,Clear/Partly Cloudy,Spring,0.05263157894736842,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,19
116,2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,2011,1,6,0,3,0,0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,11
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,2011,1,6,1,3,0,-0.47999999999999954,-0.9982000000000006,64.0,0.0,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,4
118,2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,2011,1,6,2,3,0,-0.47999999999999954,-0.9982000000000006,64.0,0.0,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Regular Working Day,2
119,2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,2011,1,6,4,3,0,-0.47999999999999954,-2.9979999999999993,64.0,6.0032,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,1
120,2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,2011,1,6,5,3,0,-1.419999999999999,-4.001200000000001,69.0,6.0032,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,4
121,2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,2011,1,6,6,3,0,-1.419999999999999,-4.997800000000002,63.0,7.0015,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,36
122,2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,2011,1,6,7,3,0,-0.47999999999999954,-0.9982000000000006,59.0,0.0,Misty/Cloudy,Spring,0.0,Morning (6-12),Spring - Misty/Cloudy,Regular Working Day,95
123,2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,2011,1,6,8,3,0,-0.47999999999999954,-0.9982000000000006,59.0,0.0,Clear/Partly Cloudy,Spring,0.0136986301369863,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,219
124,2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,2011,1,6,9,3,0,0.4599999999999991,-0.0015999999999998238,51.0,0.0,Misty/Cloudy,Spring,0.04918032786885246,Morning (6-12),Spring - Misty/Cloudy,Regular Working Day,122
125,2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,2011,1,6,10,3,0,1.4000000000000004,1.0015999999999998,47.0,0.0,Clear/Partly Cloudy,Spring,0.06666666666666667,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,45
126,2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,2011,1,6,11,3,0,2.34,1.0015999999999998,44.0,6.0032,Clear/Partly Cloudy,Spring,0.03389830508474576,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,59
127,2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,2011,1,6,12,3,0,4.220000000000001,3.0014000000000003,35.0,0.0,Clear/Partly Cloudy,Spring,0.07142857142857142,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,84
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,2011,1,6,13,3,0,4.220000000000001,1.9982000000000006,35.0,7.0015,Clear/Partly Cloudy,Spring,0.1791044776119403,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,67
129,2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,2011,1,6,14,3,0,5.160000000000002,1.9982000000000006,36.0,11.0014,Clear/Partly Cloudy,Spring,0.15714285714285714,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,70
130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,2011,1,6,15,3,0,5.160000000000002,1.9982000000000006,36.0,0.0,Clear/Partly Cloudy,Spring,0.12903225806451613,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,62
131,2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,2011,1,6,16,3,0,4.220000000000001,1.0015999999999998,38.0,11.0014,Clear/Partly Cloudy,Spring,0.13953488372093023,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,86
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,2011,1,6,17,3,0,2.34,-0.9982000000000006,51.0,11.0014,Clear/Partly Cloudy,Spring,0.05232558139534884,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,172
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,2011,1,6,18,3,0,2.34,-0.9982000000000006,51.0,8.9981,Clear/Partly Cloudy,Spring,0.03067484662576687,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,163
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,2011,1,6,19,3,0,2.34,1.0015999999999998,55.00000000000001,6.0032,Clear/Partly Cloudy,Spring,0.026785714285714284,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,112
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,2011,1,6,20,3,0,1.4000000000000004,-2.0013999999999985,51.0,11.0014,Clear/Partly Cloudy,Spring,0.043478260869565216,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,69
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,2011,1,6,21,3,0,2.34,-2.0013999999999985,55.00000000000001,15.001299999999999,Misty/Cloudy,Spring,0.0,Evening (18-24),Spring - Misty/Cloudy,Regular Working Day,48
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,2011,1,6,22,3,0,2.34,-2.0013999999999985,51.0,19.0012,Misty/Cloudy,Spring,0.019230769230769232,Evening (18-24),Spring - Misty/Cloudy,Regular Working Day,52
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,2011,1,6,23,3,0,1.4000000000000004,-2.9979999999999993,59.0,12.998000000000001,Misty/Cloudy,Spring,0.17391304347826086,Evening (18-24),Spring - Misty/Cloudy,Regular Working Day,23
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,2011,1,7,0,4,0,1.4000000000000004,-2.9979999999999993,64.0,12.998000000000001,Misty/Cloudy,Spring,0.23529411764705882,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,17
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,2011,1,7,1,4,0,1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,Misty/Cloudy,Spring,0.2857142857142857,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,7
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,2011,1,7,2,4,0,1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,1
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,2011,1,7,4,4,0,1.4000000000000004,-2.0013999999999985,69.0,8.9981,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,1
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,2011,1,7,5,4,0,2.34,1.9982000000000006,55.00000000000001,0.0,Light Rain/Snow,Spring,0.0,Night (0-6),Spring - Light Rain/Snow,Regular Working Day,5
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,2011,1,7,6,4,0,1.4000000000000004,1.0015999999999998,69.0,0.0,Misty/Cloudy,Spring,0.23529411764705882,Night (0-6),Spring - Misty/Cloudy,Regular Working Day,34
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,2011,1,7,7,4,0,1.4000000000000004,-2.0013999999999985,69.0,8.9981,Clear/Partly Cloudy,Spring,0.09523809523809523,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,84
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,2011,1,7,8,4,0,1.4000000000000004,-2.9979999999999993,51.0,16.997899999999998,Clear/Partly Cloudy,Spring,0.09523809523809523,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,210
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,2011,1,7,9,4,0,1.4000000000000004,-4.001200000000001,47.0,19.999499999999998,Clear/Partly Cloudy,Spring,0.06716417910447761,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,134
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,2011,1,7,10,4,0,2.34,-2.9979999999999993,37.0,22.0028,Clear/Partly Cloudy,Spring,0.25396825396825395,Morning (6-12),Spring - Clear/Partly Cloudy,Regular Working Day,63
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,2011,1,7,11,4,0,1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,Misty/Cloudy,Spring,0.2835820895522388,Morning (6-12),Spring - Misty/Cloudy,Regular Working Day,67
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,2011,1,7,12,4,0,1.4000000000000004,-2.9979999999999993,37.0,16.997899999999998,Misty/Cloudy,Spring,0.15254237288135594,Morning (6-12),Spring - Misty/Cloudy,Regular Working Day,59
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,2011,1,7,13,4,0,1.4000000000000004,-4.001200000000001,37.0,19.0012,Misty/Cloudy,Spring,0.1232876712328767,Afternoon (12-18),Spring - Misty/Cloudy,Regular Working Day,73
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,2011,1,7,14,4,0,1.4000000000000004,-2.9979999999999993,40.0,16.997899999999998,Misty/Cloudy,Spring,0.14,Afternoon (12-18),Spring - Misty/Cloudy,Regular Working Day,50
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,2011,1,7,15,4,0,1.4000000000000004,-2.0013999999999985,37.0,11.0014,Misty/Cloudy,Spring,0.125,Afternoon (12-18),Spring - Misty/Cloudy,Regular Working Day,72
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,2011,1,7,16,4,0,1.4000000000000004,-2.0013999999999985,37.0,11.0014,Misty/Cloudy,Spring,0.05747126436781609,Afternoon (12-18),Spring - Misty/Cloudy,Regular Working Day,87
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,2011,1,7,17,4,0,1.4000000000000004,1.0015999999999998,37.0,0.0,Misty/Cloudy,Spring,0.0481283422459893,Afternoon (12-18),Spring - Misty/Cloudy,Regular Working Day,187
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,2011,1,7,18,4,0,1.4000000000000004,-0.9982000000000006,40.0,6.0032,Clear/Partly Cloudy,Spring,0.056910569105691054,Afternoon (12-18),Spring - Clear/Partly Cloudy,Regular Working Day,123
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,2011,1,7,19,4,0,-0.47999999999999954,-2.9979999999999993,55.00000000000001,6.0032,Clear/Partly Cloudy,Spring,0.031578947368421054,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,95
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,2011,1,7,20,4,0,0.4599999999999991,-2.0013999999999985,47.0,7.0015,Clear/Partly Cloudy,Spring,0.0196078431372549,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,51
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,2011,1,7,21,4,0,0.4599999999999991,-2.9979999999999993,47.0,8.9981,Clear/Partly Cloudy,Spring,0.0,Evening (18-24),Spring - Clear/Partly Cloudy,Regular Working Day,39
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,2011,1,7,22,4,0,0.4599999999999991,-2.9979999999999993,43.0,11.0014,Misty/Cloudy,Spring,0.05555555555555555,Evening (18-24),Spring - Misty/Cloudy,Regular Working Day,36
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,2011,1,7,23,4,0,0.4599999999999991,-2.9979999999999993,51.0,11.0014,Misty/Cloudy,Spring,0.06666666666666667,Evening (18-24),Spring - Misty/Cloudy,Regular Working Day,15
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,2011,1,8,0,5,1,0.4599999999999991,-2.9979999999999993,51.0,11.0014,Misty/Cloudy,Spring,0.04,Night (0-6),Spring - Misty/Cloudy,Weekend,25
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,2011,1,8,1,5,1,0.4599999999999991,-2.0013999999999985,55.00000000000001,6.0032,Misty/Cloudy,Spring,0.0625,Night (0-6),Spring - Misty/Cloudy,Weekend,16
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2011,1,8,2,5,1,0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0,Misty/Cloudy,Spring,0.1875,Night (0-6),Spring - Misty/Cloudy,Weekend,16
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,2011,1,8,3,5,1,0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,Light Rain/Snow,Spring,0.0,Night (0-6),Spring - Light Rain/Snow,Weekend,7
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,2011,1,8,4,5,1,0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,Light Rain/Snow,Spring,0.0,Night (0-6),Spring - Light Rain/Snow,Weekend,1
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,2011,1,8,5,5,1,-0.47999999999999954,-4.997800000000002,74.0,11.0014,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Weekend,5
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,2011,1,8,6,5,1,-0.47999999999999954,-4.997800000000002,74.0,11.0014,Misty/Cloudy,Spring,0.0,Night (0-6),Spring - Misty/Cloudy,Weekend,2
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,2011,1,8,7,5,1,-0.47999999999999954,-4.001200000000001,74.0,7.0015,Misty/Cloudy,Spring,0.1111111111111111,Morning (6-12),Spring - Misty/Cloudy,Weekend,9
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,2011,1,8,8,5,1,-0.47999999999999954,-4.001200000000001,93.0,7.0015,Light Rain/Snow,Spring,0.0,Morning (6-12),Spring - Light Rain/Snow,Weekend,15
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,2011,1,8,9,5,1,-0.47999999999999954,-4.001200000000001,93.0,7.0015,Light Rain/Snow,Spring,0.0,Morning (6-12),Spring - Light Rain/Snow,Weekend,20
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,2011,1,8,10,5,1,0.4599999999999991,-2.9979999999999993,80.0,11.0014,Misty/Cloudy,Spring,0.08196721311475409,Morning (6-12),Spring - Misty/Cloudy,Weekend,61
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,2011,1,8,11,5,1,1.4000000000000004,-4.001200000000001,69.0,26.0027,Misty/Cloudy,Spring,0.03225806451612903,Morning (6-12),Spring - Misty/Cloudy,Weekend,62
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,2011,1,8,12,5,1,1.4000000000000004,-4.001200000000001,59.0,23.9994,Misty/Cloudy,Spring,0.08163265306122448,Morning (6-12),Spring - Misty/Cloudy,Weekend,98
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,2011,1,8,13,5,1,1.4000000000000004,-4.001200000000001,44.0,22.0028,Clear/Partly Cloudy,Spring,0.06862745098039216,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,102
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4775,12,83,95,2011,1,8,14,5,1,1.4000000000000004,-4.997800000000002,32.0,32.9975,Clear/Partly Cloudy,Spring,0.12631578947368421,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,95
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,2011,1,8,15,5,1,1.4000000000000004,-4.997800000000002,32.0,30.002599999999997,Clear/Partly Cloudy,Spring,0.06756756756756757,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,74
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,2011,1,8,16,5,1,0.4599999999999991,-6.9976,28.999999999999996,30.002599999999997,Clear/Partly Cloudy,Spring,0.10526315789473684,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,76
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.4775,5,64,69,2011,1,8,17,5,1,-0.47999999999999954,-8.0008,37.0,36.9974,Clear/Partly Cloudy,Spring,0.07246376811594203,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,69
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,2011,1,8,18,5,1,-1.419999999999999,-8.0008,39.0,19.999499999999998,Clear/Partly Cloudy,Spring,0.05454545454545454,Afternoon (12-18),Spring - Clear/Partly Cloudy,Weekend,55
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,2011,1,8,19,5,1,-1.419999999999999,-8.0008,36.0,16.997899999999998,Clear/Partly Cloudy,Spring,0.13333333333333333,Evening (18-24),Spring - Clear/Partly Cloudy,Weekend,30
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,2011,1,8,20,5,1,-2.3600000000000003,-8.0008,36.0,16.997899999999998,Clear/Partly Cloudy,Spring,0.0,Evening (18-24),Spring - Clear/Partly Cloudy,Weekend,28
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,2011,1,8,21,5,1,-2.3600000000000003,-8.997399999999999,39.0,23.9994,Clear/Partly Cloudy,Spring,0.05405405405405406,Evening (18-24),Spring - Clear/Partly Cloudy,Weekend,37
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,2011,1,8,22,5,1,-2.3600000000000003,-8.997399999999999,36.0,26.0027,Clear/Partly Cloudy,Spring,0.029411764705882353,Evening (18-24),Spring - Clear/Partly Cloudy,Weekend,34
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,2011,1,8,23,5,1,-3.3,-12.000399999999999,39.0,30.002599999999997,Clear/Partly Cloudy,Spring,0.0,Evening (18-24),Spring - Clear/Partly Cloudy,Weekend,22
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,2011,1,9,0,6,1,-3.3,-10.9972,42.0,26.0027,Clear/Partly Cloudy,Spring,0.04,Night (0-6),Spring - Clear/Partly Cloudy,Weekend,25
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,2011,1,9,1,6,1,-3.3,-12.000399999999999,42.0,31.0009,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Weekend,12
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2011,1,9,2,6,1,-3.3,-12.000399999999999,46.0,31.0009,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Weekend,11
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,2011,1,9,3,6,1,-3.3,-10.9972,46.0,27.999299999999998,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Weekend,4
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011,1,9,4,6,1,-4.24,-10.0006,53.0,12.998000000000001,Clear/Partly Cloudy,Spring,0.0,Night (0-6),Spring - Clear/Partly Cloudy,Weekend,1
