instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,season_weather,day_type,check_cnt
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2012,2,5,6,1,4.494150999999999,1.4583860000000008,68.7917,11.791732000000001,Misty/Cloudy,Spring,0.10790634543603665,Spring - Misty/Cloudy,Weekend,2947
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,2012,2,6,0,0,5.282622999999999,3.564116000000002,62.2174,10.304599999999999,Clear/Partly Cloudy,Spring,0.054439746300211415,Spring - Clear/Partly Cloudy,Regular Working Day,3784
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,2012,2,7,1,0,8.645849000000002,7.832863999999997,49.625,9.874393000000001,Clear/Partly Cloudy,Spring,0.04548571428571429,Spring - Clear/Partly Cloudy,Regular Working Day,4375
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,2012,2,8,2,0,4.063348999999999,1.583786,72.2917,8.959307,Misty/Cloudy,Spring,0.03890078515346181,Spring - Misty/Cloudy,Regular Working Day,2802
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,2012,2,9,3,0,4.455,1.291208000000001,56.2083,13.000478999999999,Clear/Partly Cloudy,Spring,0.04255874673629243,Spring - Clear/Partly Cloudy,Regular Working Day,3830
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,2012,2,10,4,0,5.1991510000000005,3.374828000000001,54.0,7.834243000000001,Misty/Cloudy,Spring,0.059253458626990343,Spring - Misty/Cloudy,Regular Working Day,3831
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2012,2,11,5,1,2.5358490000000007,-2.0827779999999994,73.125,19.416332,Light Rain/Snow,Spring,0.08852005532503458,Spring - Light Rain/Snow,Weekend,2169
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.38061125,73,1456,1529,2012,2,12,6,1,-2.0075000000000003,-9.290572000000001,46.4583,27.417204,Clear/Partly Cloudy,Spring,0.04774362328319163,Spring - Clear/Partly Cloudy,Weekend,1529
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,2012,2,13,0,0,2.4574999999999996,-0.9577419999999996,41.125,11.207961,Clear/Partly Cloudy,Spring,0.027469316189362946,Spring - Clear/Partly Cloudy,Regular Working Day,3422
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,2012,2,14,1,0,7.000848999999999,6.040436,50.875,9.458993,Misty/Cloudy,Spring,0.03442121366649668,Spring - Misty/Cloudy,Regular Working Day,3922
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,2012,2,15,2,0,8.371651,7.207514000000003,53.125,12.167200000000001,Clear/Partly Cloudy,Spring,0.03382106020628448,Spring - Clear/Partly Cloudy,Regular Working Day,4169
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,2012,2,16,3,0,6.883348999999999,5.790692,75.29169999999999,6.125475000000001,Misty/Cloudy,Spring,0.024625623960066557,Spring - Misty/Cloudy,Regular Working Day,3005
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,2012,2,17,4,0,8.136651,7.207514000000003,63.4583,13.791682,Clear/Partly Cloudy,Spring,0.08401540683678382,Spring - Clear/Partly Cloudy,Regular Working Day,4154
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,2012,2,18,5,1,8.293349,7.45805,53.4583,12.792243,Clear/Partly Cloudy,Spring,0.3323297823066234,Spring - Clear/Partly Cloudy,Weekend,4318
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2012,2,19,6,1,5.160000000000002,1.5420080000000027,51.5833,16.958504,Misty/Cloudy,Spring,0.2298252138341391,Spring - Misty/Cloudy,Weekend,2689
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,2012,2,20,0,0,5.160000000000002,2.043806,50.7826,15.348561,Clear/Partly Cloudy,Spring,0.16043464365612017,Spring - Clear/Partly Cloudy,Holiday,3129
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,2012,2,21,1,0,5.5278220000000005,3.477458000000002,59.434799999999996,13.783039,Clear/Partly Cloudy,Spring,0.04315594387079693,Spring - Clear/Partly Cloudy,Regular Working Day,3777
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,2012,2,22,2,0,10.604150999999998,9.916021999999998,56.7917,15.709557,Clear/Partly Cloudy,Spring,0.08254766394301279,Spring - Clear/Partly Cloudy,Regular Working Day,4773
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,2012,2,23,3,0,13.345849000000001,13.333435999999999,55.45830000000001,12.791171,Clear/Partly Cloudy,Spring,0.10193599367838799,Spring - Clear/Partly Cloudy,Regular Working Day,5062
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,2012,2,24,4,0,11.1525,11.124085999999998,73.75,15.916989,Misty/Cloudy,Spring,0.07054774878118726,Spring - Misty/Cloudy,Regular Working Day,3487
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.38061125,317,2415,2732,2012,2,25,5,1,5.669151000000001,0.8745499999999993,39.5833,28.250014,Clear/Partly Cloudy,Spring,0.11603221083455344,Spring - Clear/Partly Cloudy,Weekend,2732
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,2012,2,26,6,1,5.120849,1.708327999999998,41.0,13.750342999999999,Clear/Partly Cloudy,Spring,0.1519622307465329,Spring - Clear/Partly Cloudy,Weekend,3389
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,2012,2,27,0,0,9.233349,7.6249639999999985,49.0833,17.958211000000002,Clear/Partly Cloudy,Spring,0.05853771402128644,Spring - Clear/Partly Cloudy,Regular Working Day,4322
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,2012,2,28,1,0,8.880849000000001,7.3326499999999974,39.5833,12.958939,Clear/Partly Cloudy,Spring,0.0524868209947284,Spring - Clear/Partly Cloudy,Regular Working Day,4363
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,2012,2,29,2,0,8.184356000000001,6.999020000000002,80.4783,12.000839,Misty/Cloudy,Spring,0.03544165757906216,Spring - Misty/Cloudy,Regular Working Day,1834
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,2012,3,1,3,0,14.834151000000002,15.374485999999997,61.5417,15.208129,Clear/Partly Cloudy,Spring,0.06513026052104208,Spring - Clear/Partly Cloudy,Regular Working Day,4990
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,2012,3,2,4,0,8.606651,7.749572000000001,65.7083,9.708568,Misty/Cloudy,Spring,0.07701941139636818,Spring - Misty/Cloudy,Regular Working Day,3194
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,2012,3,3,5,1,11.465848999999999,11.290472000000001,62.125,10.792293,Misty/Cloudy,Spring,0.23512051155927202,Spring - Misty/Cloudy,Weekend,4066
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,2012,3,4,6,1,7.314150999999999,3.9993859999999977,40.3333,22.416257,Clear/Partly Cloudy,Spring,0.20742039146947122,Spring - Clear/Partly Cloudy,Weekend,3423
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,2012,3,5,0,0,3.4366509999999995,-0.08271400000000106,50.625,15.333486,Clear/Partly Cloudy,Spring,0.06090609060906091,Spring - Clear/Partly Cloudy,Regular Working Day,3333
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,2012,3,6,1,0,4.1416509999999995,0.8327719999999985,45.6667,13.458625,Clear/Partly Cloudy,Spring,0.055864509605662284,Spring - Clear/Partly Cloudy,Regular Working Day,3956
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,2012,3,7,2,0,10.995849,9.416599999999999,51.3333,23.167193,Clear/Partly Cloudy,Spring,0.08787632221318145,Spring - Clear/Partly Cloudy,Regular Working Day,4916
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.38061125,486,4896,5382,2012,3,8,3,0,16.792499999999997,18.623863999999998,56.75,29.584721,Clear/Partly Cloudy,Spring,0.0903010033444816,Spring - Clear/Partly Cloudy,Regular Working Day,5382
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.38061125,447,4122,4569,2012,3,9,4,0,11.309151,10.207478000000002,40.708299999999994,27.7916,Misty/Cloudy,Spring,0.09783322390019698,Spring - Misty/Cloudy,Regular Working Day,4569
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,2012,3,10,5,1,5.512499999999999,2.3326220000000006,35.0417,15.125250000000001,Clear/Partly Cloudy,Spring,0.23506556580864496,Spring - Clear/Partly Cloudy,Weekend,4118
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,2012,3,11,6,1,9.001732999999998,7.738219999999998,47.6957,14.913329000000001,Clear/Partly Cloudy,Spring,0.33760944817756056,Spring - Clear/Partly Cloudy,Weekend,4911
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,2012,3,12,0,0,13.933349,14.333072000000001,48.9167,13.916771,Clear/Partly Cloudy,Spring,0.15817289543223859,Spring - Clear/Partly Cloudy,Regular Working Day,5298
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,2012,3,13,1,0,18.554999999999996,19.833314,61.75000000000001,15.87565,Clear/Partly Cloudy,Spring,0.13032324268855824,Spring - Clear/Partly Cloudy,Regular Working Day,5847
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,2012,3,14,2,0,18.9075,20.208722,50.708299999999994,7.709154,Clear/Partly Cloudy,Spring,0.1579531051964512,Spring - Clear/Partly Cloudy,Regular Working Day,6312
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,2012,3,15,3,0,18.2025,19.166449999999998,57.958299999999994,10.042161,Clear/Partly Cloudy,Spring,0.1623062015503876,Spring - Clear/Partly Cloudy,Regular Working Day,6192
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,2012,3,16,4,0,12.484151,12.791114,84.20830000000001,7.583864,Misty/Cloudy,Spring,0.12517131110095933,Spring - Misty/Cloudy,Regular Working Day,4378
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,2266,4681,6947,2012,3,17,5,1,16.165849,17.333036,75.5833,7.417168,Misty/Cloudy,Spring,0.32618396430113716,Spring - Misty/Cloudy,Weekend,6947
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,2012,3,18,6,1,14.2075,14.624000000000002,81.0,8.501161,Misty/Cloudy,Spring,0.3745756958587916,Spring - Misty/Cloudy,Weekend,5892
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,2012,3,19,0,0,17.615000000000002,19.166185999999996,72.875,10.875238999999999,Clear/Partly Cloudy,Spring,0.15959694457987975,Spring - Clear/Partly Cloudy,Regular Working Day,6153
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,2012,3,20,1,0,18.359151,19.543178000000005,80.7917,8.125157,Clear/Partly Cloudy,Spring,0.17249302478253734,Spring - Clear/Partly Cloudy,Regular Working Day,6093
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,2012,3,21,2,0,16.988349,17.875028,82.125,6.000406099999999,Misty/Cloudy,Summer,0.18009630818619582,Summer - Misty/Cloudy,Regular Working Day,6230
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,2012,3,22,3,0,18.045848999999997,19.083422,83.125,7.876654,Clear/Partly Cloudy,Summer,0.19414932324261389,Summer - Clear/Partly Cloudy,Regular Working Day,6871
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2266,5893,8159,2012,3,23,4,0,20.278349,21.624422000000003,69.41669999999999,7.7921000000000005,Misty/Cloudy,Summer,0.27773011398455694,Summer - Misty/Cloudy,Regular Working Day,8159
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,2012,3,24,5,1,15.617499999999996,16.124378,88.5417,12.916461,Misty/Cloudy,Summer,0.30634638196915775,Summer - Misty/Cloudy,Weekend,3372
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,2012,3,25,6,1,12.5625,12.874208,88.0833,14.791924999999999,Misty/Cloudy,Summer,0.3066453162530024,Summer - Misty/Cloudy,Weekend,4996
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.38061125,795,4763,5558,2012,3,26,0,0,12.954151,12.9575,47.7917,25.917007,Clear/Partly Cloudy,Summer,0.14303706369197552,Summer - Clear/Partly Cloudy,Regular Working Day,5558
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,2012,3,27,1,0,7.196650999999999,4.833164,28.999999999999996,12.541864,Clear/Partly Cloudy,Summer,0.10407683261466091,Summer - Clear/Partly Cloudy,Regular Working Day,5102
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,2012,3,28,2,0,14.755849000000001,15.082699999999999,48.125,19.541957,Clear/Partly Cloudy,Summer,0.11828711828711828,Summer - Clear/Partly Cloudy,Regular Working Day,5698
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,2012,3,29,3,0,15.225849,15.832063999999999,43.9167,21.41655,Clear/Partly Cloudy,Summer,0.13598565139409752,Summer - Clear/Partly Cloudy,Regular Working Day,6133
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,2012,3,30,4,0,9.39,8.790986,58.0833,9.250489,Misty/Cloudy,Summer,0.14581425169444953,Summer - Misty/Cloudy,Regular Working Day,5459
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2266,3934,6200,2012,3,31,5,1,11.935849000000001,11.832728000000003,73.83330000000001,16.791338999999997,Misty/Cloudy,Summer,0.36548387096774193,Summer - Misty/Cloudy,Weekend,6200
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2266,3694,5960,2012,4,1,6,1,12.014151000000002,11.540942000000001,67.625,11.541889,Misty/Cloudy,Summer,0.3802013422818792,Summer - Misty/Cloudy,Weekend,5960
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2012,4,2,0,0,12.393911,12.215857999999997,50.4348,20.913313,Clear/Partly Cloudy,Summer,0.20350404312668463,Summer - Clear/Partly Cloudy,Regular Working Day,5936
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,2012,4,3,1,0,13.933349,14.457877999999997,39.6667,6.708911,Clear/Partly Cloudy,Summer,0.19905493207324276,Summer - Clear/Partly Cloudy,Regular Working Day,6772
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,2012,4,4,2,0,17.458349000000002,19.207699999999996,46.958299999999994,12.125325,Clear/Partly Cloudy,Summer,0.16438781852082038,Summer - Clear/Partly Cloudy,Regular Working Day,6436
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,2012,4,5,3,0,12.445,12.456758,37.416700000000006,14.708443,Clear/Partly Cloudy,Summer,0.18460585411181663,Summer - Clear/Partly Cloudy,Regular Working Day,6457
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,2012,4,6,4,0,10.956651,9.790621999999999,37.7083,20.125996,Clear/Partly Cloudy,Summer,0.27972136222910216,Summer - Clear/Partly Cloudy,Regular Working Day,6460
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,2266,3605,5871,2012,4,7,5,1,12.5625,12.124513999999998,25.4167,18.416356999999998,Clear/Partly Cloudy,Summer,0.38596491228070173,Summer - Clear/Partly Cloudy,Weekend,5871
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,2012,4,8,6,1,15.5,16.50005,27.5833,15.583931999999999,Clear/Partly Cloudy,Summer,0.4314180692590443,Summer - Clear/Partly Cloudy,Weekend,5169
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,2012,4,9,0,0,14.990849,15.458108,31.75,23.999132,Clear/Partly Cloudy,Summer,0.162041181736795,Summer - Clear/Partly Cloudy,Regular Working Day,5585
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,2012,4,10,1,0,12.993348999999998,12.791377999999998,43.5,16.708125000000003,Clear/Partly Cloudy,Summer,0.13839134842852316,Summer - Clear/Partly Cloudy,Regular Working Day,5918
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,2012,4,11,2,0,8.388712000000002,6.260084000000003,46.9565,19.783358,Clear/Partly Cloudy,Summer,0.09913615795968737,Summer - Clear/Partly Cloudy,Regular Working Day,4862
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,2012,4,12,3,0,10.682500000000001,9.581864,46.625,19.458743,Clear/Partly Cloudy,Summer,0.12257348863006101,Summer - Clear/Partly Cloudy,Regular Working Day,5409
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,2012,4,13,4,0,12.7975,12.499328000000002,40.8333,10.416557,Clear/Partly Cloudy,Summer,0.19568615192247577,Summer - Clear/Partly Cloudy,Regular Working Day,6398
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2266,4665,6931,2012,4,14,5,1,15.265,16.207735999999997,50.29169999999999,12.791439,Clear/Partly Cloudy,Summer,0.32693694993507433,Summer - Clear/Partly Cloudy,Weekend,6931
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2266,4286,6552,2012,4,15,6,1,20.513348999999998,21.875750000000004,50.79169999999999,15.083643,Clear/Partly Cloudy,Summer,0.34584859584859584,Summer - Clear/Partly Cloudy,Weekend,6552
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,2012,4,16,0,0,23.215849,24.585050000000003,56.166700000000006,19.083543,Clear/Partly Cloudy,Summer,0.1880690737833595,Summer - Clear/Partly Cloudy,Holiday,6370
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,2012,4,17,1,0,20.591651,23.500141999999997,39.0417,18.333143,Clear/Partly Cloudy,Summer,0.14781049170527574,Summer - Clear/Partly Cloudy,Regular Working Day,6691
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,2012,4,18,2,0,13.776651000000001,14.164508000000001,56.9167,11.250104,Misty/Cloudy,Summer,0.07945958323792077,Summer - Misty/Cloudy,Regular Working Day,4367
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,2012,4,19,3,0,15.421651,16.541036,61.25000000000001,4.417256399999999,Clear/Partly Cloudy,Summer,0.12886519421172887,Summer - Clear/Partly Cloudy,Regular Working Day,6565
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,2012,4,20,4,0,16.753349,18.041150000000002,69.4583,10.041357,Clear/Partly Cloudy,Summer,0.18381344307270234,Summer - Clear/Partly Cloudy,Regular Working Day,7290
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2266,4083,6349,2012,4,21,5,1,18.79,19.832786,68.2917,19.000328999999997,Clear/Partly Cloudy,Summer,0.3569065994644826,Summer - Clear/Partly Cloudy,Weekend,6349
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,2012,4,22,6,1,10.643349,9.707264000000002,83.54169999999999,23.084582,Light Rain/Snow,Summer,0.11684518013631938,Summer - Light Rain/Snow,Weekend,1027
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,2012,4,23,0,0,7.1183489999999985,3.87425,76.66669999999999,20.334232,Misty/Cloudy,Summer,0.06067205973864343,Summer - Misty/Cloudy,Regular Working Day,3214
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,2012,4,24,1,0,11.426651,10.748678000000002,45.4167,16.708661,Clear/Partly Cloudy,Summer,0.09195810402982425,Summer - Clear/Partly Cloudy,Regular Working Day,5633
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,2012,4,25,2,0,14.403348999999999,15.040921999999998,42.7917,7.959064,Clear/Partly Cloudy,Summer,0.10571336346029697,Summer - Clear/Partly Cloudy,Regular Working Day,6196
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,2012,4,26,3,0,15.421651,15.916477999999998,75.66669999999999,11.833875,Misty/Cloudy,Summer,0.09450855551134103,Summer - Misty/Cloudy,Regular Working Day,5026
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,2012,4,27,4,0,13.502500000000001,13.874042,40.0833,23.291411,Clear/Partly Cloudy,Summer,0.16268249639018129,Summer - Clear/Partly Cloudy,Regular Working Day,6233
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,2012,4,28,5,1,9.703349,8.915264,48.9583,8.708325,Misty/Cloudy,Summer,0.26540284360189575,Summer - Misty/Cloudy,Weekend,4220
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,2012,4,29,6,1,13.541650999999998,13.707985999999998,58.7083,7.8328359999999995,Clear/Partly Cloudy,Summer,0.3535850253807107,Summer - Clear/Partly Cloudy,Weekend,6304
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,2012,4,30,0,0,13.815849,14.207936,56.99999999999999,11.499746,Misty/Cloudy,Summer,0.11934673366834171,Summer - Misty/Cloudy,Regular Working Day,5572
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,2012,5,1,1,0,20.826651000000002,22.083385999999997,65.95830000000001,10.458432,Misty/Cloudy,Summer,0.11376306620209059,Summer - Misty/Cloudy,Regular Working Day,5740
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,2012,5,2,2,0,18.515849,19.501136000000002,79.7083,9.249885999999998,Clear/Partly Cloudy,Summer,0.10812125141838223,Summer - Clear/Partly Cloudy,Regular Working Day,6169
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,2012,5,3,3,0,18.320000000000004,19.457971999999998,76.83330000000001,8.957632,Misty/Cloudy,Summer,0.11898458184083475,Summer - Misty/Cloudy,Regular Working Day,6421
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,2012,5,4,4,0,21.492499999999996,23.000522000000004,73.54169999999999,10.916846,Clear/Partly Cloudy,Summer,0.16979034307496824,Summer - Clear/Partly Cloudy,Regular Working Day,6296
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2266,4387,6653,2012,5,5,5,1,21.218349,22.584128,75.66669999999999,10.250464,Misty/Cloudy,Summer,0.3405982263640463,Summer - Misty/Cloudy,Weekend,6653
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,2012,5,6,6,1,18.4375,20.084642000000002,74.0,10.041893,Misty/Cloudy,Summer,0.33574461393300836,Summer - Misty/Cloudy,Weekend,6359
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,2012,5,7,0,0,17.2625,18.791372000000003,66.41669999999999,15.458307000000001,Misty/Cloudy,Summer,0.1606886657101865,Summer - Misty/Cloudy,Regular Working Day,6273
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,2012,5,8,1,0,19.338349,20.793086000000002,68.58330000000001,19.833942999999998,Misty/Cloudy,Summer,0.12884078212290503,Summer - Misty/Cloudy,Regular Working Day,5728
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,2012,5,9,2,0,19.025,20.499650000000003,74.4167,14.499604,Misty/Cloudy,Summer,0.13143947424210303,Summer - Misty/Cloudy,Regular Working Day,4717
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,2012,5,10,3,0,15.774151,16.457678,55.2083,21.042220999999998,Clear/Partly Cloudy,Summer,0.15611685940353012,Summer - Clear/Partly Cloudy,Regular Working Day,6572
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,2012,5,11,4,0,17.066650999999997,18.374978,36.0417,15.874779,Clear/Partly Cloudy,Summer,0.18762446657183499,Summer - Clear/Partly Cloudy,Regular Working Day,7030
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2266,4807,7073,2012,5,12,5,1,18.515849,19.957921999999996,48.0417,8.249911,Clear/Partly Cloudy,Summer,0.3203732503888025,Summer - Clear/Partly Cloudy,Weekend,7073
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,2012,5,13,6,1,20.7875,22.625708000000003,57.62500000000001,15.082839,Clear/Partly Cloudy,Summer,0.35501797973193855,Summer - Clear/Partly Cloudy,Weekend,6118
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2012,5,14,0,0,18.946651,20.293400000000005,78.95830000000001,14.250364,Misty/Cloudy,Summer,0.12029546253957088,Summer - Misty/Cloudy,Regular Working Day,2843
